GeoFips,GeoName,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3
45000,South Carolina,165174,166148.3,166964.5,167968.3,169935.8,170119.4,169923.9,171354.9,171216.7,173902.6,176150.3,177902.7,175606.8,177178.6,175641.4,169836.2,167141.1,165843.4,166329.6,168409.7,168082.7,169828.6,170865.2,171831.1,172454,174895.8,173848.7,175277.8,176534.8,175484.9,175201.3,174093.1,177906.4,176941.5,179790.5,180391.1,180390.3,184013.4,184842.2,185072.9,187374.5,189137.3,191864.4,192800.2,193935.6,195670.3,197000.7,199303,201346.7,202060,202788.5,204382.7,206716.8,208328.4,209587.5,211417.2,213915.6,213139.2,215607.3,217072.7,212453.7,192505.6,208831.2
46000,South Dakota,35625.5,35556.6,35884.2,36060.3,36204.8,36531.3,36458.7,36379.1,38114.4,38414.3,38002.5,38285.1,40488.1,39913.1,39420.3,37995,39497.3,39783,40318.2,39967.2,39534.3,39768.3,40902,41264.5,41874.9,42506.2,42691.2,44716.3,44458.5,44198.4,41844.4,43701.6,43623.8,43763.9,43801.2,43761.9,44729.3,44840.4,44345.6,43883.5,44795.8,44967.3,45291.2,46432.8,44865.9,45354.4,46315.8,46398.4,46823.6,46350.2,45751.5,45170.3,47566.3,47153.7,47190.7,47237.2,47022.2,47296,47815.7,48105,47812.8,43923.2,47092.2
47000,Tennessee,261815.9,262784.4,266278.1,267733.5,269882.2,272356.1,270792.9,272347,264993.7,266884.1,269088.4,273706.7,272916.5,274500.7,274177.8,266114.8,263747.1,262082.6,261373.9,264143.2,265240.9,265572.6,266402.3,268678.4,269921.7,273567,275519.7,279498.2,281652.6,284781.1,283282.5,284211.9,288407,285672.9,287126.2,287830,288354.6,291275.9,293025,293991.6,298494.3,303051.5,305004.2,305330.8,305723,306259.9,308443.6,312203,312783.1,313116.6,314445.2,319054.8,319828.6,322944,325065.4,325429.3,326298,327761.5,329814,329751.7,326489.8,286849.2,315609.2
48000,Texas,1131197.9,1126763.8,1130243.1,1141996.9,1184147.8,1200449.1,1213187.1,1238288.9,1247543.5,1275603.5,1281786.4,1290595.1,1271880.3,1268124.2,1269399.7,1289244.3,1275934.1,1262127,1267697.4,1278100.1,1290573.9,1295349.4,1306443.3,1314866.7,1322486.4,1338919.7,1342526.2,1370870.9,1390511.9,1404447.6,1410029.9,1436801.7,1449416.2,1464718.9,1480840.3,1486883,1474567.3,1506361,1536317.5,1557209.1,1597218.6,1581870.1,1599332.3,1605456.9,1603378,1601506,1606968.7,1614466.5,1629294.7,1643347.5,1657942.7,1674733.1,1694996,1712782.1,1719008.4,1734137.6,1752426.1,1753456.1,1774150.7,1777395.8,1749000.9,1605492.3,1713361.5
49000,Utah,106622.8,107848.6,110102.5,112539.1,115635.1,117524.7,119491.7,121833.1,121812.7,125072.8,125294.3,125855.5,123688.6,124880,124021.5,120938.5,121666.1,120859,120731.7,120733.3,122235.3,121900.1,123759.4,126010.5,126040.9,127452.3,127297.1,128077.5,129173.9,128620.4,128010.8,129251.9,131051.3,131550.9,133182.6,132891.7,134726.8,136058.2,136673.2,137842.6,139490.9,141121.9,142102.7,143692.4,145257.6,146226.1,148373,150365.3,150516.1,152452,155266.5,157709.4,160119.1,162582.4,163516.1,164080,167404.4,166872.4,169604.3,171289.9,169580.4,159178.3,171387.9
50000,Vermont,26850.5,26749,26921.6,27076.8,27375.5,27207.6,27098.3,26823.8,26614.1,26748.7,26908.2,26901.8,27537.6,27547.4,27526,27094,26820.7,26723.7,27054.9,27399,27576.6,28053.7,28437.4,28396.7,28242.3,28648.1,28625.8,29415.6,28994.5,29302.5,28931.5,28346,28639.8,28435.4,28150.8,28245.6,27950.4,28287.6,28778.8,29023.7,28741.8,28850.6,28965.8,28948.1,29113.2,29102.4,29296.9,29312.4,29195.8,29183.4,29376.9,29493.3,29457.8,29636.4,29550.6,29616.7,29893.7,29679.9,29791.1,29860,29416.7,26079,28516
51000,Virginia,408780.2,414261,419630.7,419770.6,425011.6,423598.1,422785.4,422489,424532.5,425335.5,428858.8,428919.7,426070.4,429017.7,429550.4,423647.1,421364.3,424928.2,426938,431500.5,432406,437406.9,440249,441796,438667.3,441345.7,442254.3,446775.1,444827.1,445245,446292.7,444118.2,448574.1,445713.6,446404.5,445807.8,442821.9,446393,448073.4,449874.3,451241.5,456166.7,458256.1,457655.7,455292.7,458340.1,460719.5,466387.6,464823.7,467113.4,468674,471890.4,475924.7,478048.9,479923.8,481442.5,484851.8,485923.1,491333.4,494565.5,488269.3,451258.2,481349.8
53000,Washington,339148.1,342567.3,341892.8,348839.5,353512.2,354627.7,356901.8,362506,365258.3,376010,383049.2,388848.3,382416.5,384318.5,386790.4,375768.7,370605.5,371882.7,372056.1,376707.9,375790.7,381619.2,383656,384985.2,384852.5,386397.1,386542.8,394603.5,399272.4,400765.5,403399.3,399055.8,408639.2,408334,414457.6,414444.7,418184.6,422380.6,431760.7,433600.6,438944.7,445779.4,451097.4,450691.8,460538.6,459426,463427.6,472503.8,479487.9,484216.4,493151.9,500883.9,515142.6,521038.2,531547.8,530218.8,541236.1,544995.3,552265.1,556250.1,552600.5,513389.8,555011.6
54000,West Virginia,65059.6,66067.4,65520.2,65696.8,66302.3,66551.5,66457.6,66644.1,66025.2,66380.2,66827,66816.8,66616.3,67538,68029.3,69041.5,68841.7,67682.1,66857.1,67204.8,66736.4,67971,69812.2,69376.7,68174.9,69685.7,69813.8,70634.2,69831.4,70102.7,69027.9,68380.5,70143.5,70091.3,70068.5,70181.7,68648.8,69712.4,70080,70441.8,70478,70457.9,70305.9,70089.1,70212.8,69252.7,68958.7,68681.6,70024.9,69454.1,69696.6,69797.3,70517.6,71524.8,72417.7,72974.6,72589.8,72543.8,72569.5,71658.7,70429.2,64508.8,68944.7
55000,Wisconsin,260063.7,261391.5,264582.7,262234.8,266022.1,266453.1,266895.1,267270.1,267296.5,267665.9,268717.6,268521.2,266069.1,267391,265284.3,259354.3,253706.9,255548.3,257881.4,261363.2,260694.5,263503.6,266742.2,269525.8,267507.1,269715.1,271676.6,273766.6,276125.6,275919,273450,272667.2,274973.8,274430.8,275728.1,277462.2,276837.7,282607.6,283833,284846.6,286468.5,288195.3,288743,289633.6,289914.9,290673.7,292811.9,291881.7,292210.5,292159.4,295710.5,296526.3,302501.8,302578.4,304502.5,305486.8,306995.8,307575.4,307709.2,309898.3,302876,274434.6,298690.5
56000,Wyoming,33009.9,33690.6,32789.9,33178.8,35554.6,37013.1,38391.2,39369.9,39716.1,40221.5,40386.9,41053.2,41404.4,41626.6,42156.4,45374.2,44889.8,41759.8,40275.4,38790.5,39335.4,39869.1,40275,39892.3,39296.7,39380.4,39225.3,39858.9,39077.9,39064.3,37900.5,37708.3,38824,38308.2,38370.4,38590.2,38006.6,38418.6,38898.3,39520.9,40438.9,39479.1,40063.4,39614.5,39806.4,38110.2,37412,36990.3,37322.7,38132.8,37958.8,38050.8,38483.8,38726.7,38719.1,38855.4,39121.4,38981.1,39386.4,39367.1,38287.1,34706.1,36282.2
91000,New England,824585.9,828160.1,832697.2,838111.1,847967.5,848200.3,847509.5,858593.7,862145.9,866881.3,870416.7,871874.8,884370.5,881954,865456.1,840961.9,847028.1,846486.1,852703.2,859081.2,861217.3,871666.1,879551.2,878000.2,863925.5,883292.8,874898.7,887571.7,886805.6,891965.2,891646.2,887966.4,885887.1,882017.6,886692.5,887144.1,878144.5,888697.1,900037.7,912841.1,916128.8,925733.1,923903,931825.2,929216.8,933724.9,939005.7,939934,940640.6,948094.1,956186.4,959805.9,968261.2,971602.9,976149.1,975945.3,988345.1,988200.3,992084.5,994479.9,982275.4,890906.1,958935.4
92000,Mideast,2699884.4,2718724.6,2746909.7,2771036.8,2782790.6,2784383.5,2778578.2,2795413.3,2830785.1,2808025.7,2812212.8,2816223.2,2839488.6,2833690.8,2823837.5,2762651.5,2760635.2,2810587.5,2834331.7,2870792.3,2889421.3,2915293.6,2909499.4,2902245.9,2909663.6,2913052.9,2913274.4,2946633.4,2970735,2988280.1,3007572.5,3004072.5,2997122.2,3000773.3,3010820,3030844.8,3017549.9,3046425.2,3075610.7,3090298.1,3106963.9,3129976.5,3133506.8,3120207.3,3165240.6,3170775.9,3168885.4,3181909.2,3193688,3187946.8,3211673.3,3244211,3258664.7,3279364.3,3293804,3289548.8,3318078.2,3332819.5,3341010.4,3354014.1,3308994.4,2982969.5,3196245.9
93000,Great Lakes,2220506.4,2228680.6,2239107.3,2237663.6,2247515,2252143.2,2248939.1,2250831.1,2254695.6,2261869.2,2267622.2,2269041.4,2243694.8,2248026.8,2219561.2,2147138.5,2094726.6,2091989.9,2100886,2132203.2,2132012.4,2166755.6,2198583.5,2206085.2,2202326.5,2212841.6,2218392.9,2254680.5,2256892.2,2262067.3,2253691.2,2238799.8,2273268.7,2263281.3,2275823.5,2289803,2291120.8,2332477.2,2355070.1,2357571.4,2356658.7,2370412.6,2374410.5,2378644,2373164.2,2387365.9,2392104.5,2408726.9,2405561,2412022.5,2423830.2,2437209.4,2468779.4,2474190.3,2485673.6,2489428.6,2497403.2,2495572.4,2511861.1,2518650.7,2475934.4,2241411,2432481.9
94000,Plains,958546.8,963575.5,973168.3,970096.5,977814.4,987532,976344.2,980310.8,985405.4,999635.7,1002288.1,1013214.8,1017403.9,1024992.8,1017516.2,997588.1,984524.1,983707.1,991195.9,1002526.6,999330.4,1011887.4,1022205.5,1031789.6,1024417.4,1035610.3,1034976,1054086.3,1064886.8,1067607,1058008.8,1055568.8,1067254.4,1067694.2,1076636.3,1080612.7,1079247.6,1101437,1114408.8,1117018.2,1119405.3,1121395,1124733.1,1125974.9,1120660.8,1122223.9,1132916.6,1139658.9,1140028.4,1141696.8,1138459,1146348.2,1162046.3,1170233.5,1171517.2,1172057.8,1174465.5,1176740.9,1184436.7,1189598.7,1175932.7,1073113.9,1156820.6
95000,Southeast,3328742,3354530,3385129.5,3403911.9,3445422.3,3456786.4,3453091.2,3471693.2,3438853.7,3450153.1,3470316.3,3490750.8,3461151.3,3476015.8,3450036.5,3364253.2,3316992.4,3306446,3313578.8,3347780,3341271.4,3373460.9,3401630.2,3413773.5,3381824.9,3402626.9,3392437.6,3426396.2,3438020.4,3435290.3,3429799.8,3412045,3462990.6,3449132.2,3473130.8,3480261.3,3479671.8,3522377,3550178.7,3566803.8,3593683.5,3629424.6,3647153.2,3655834.7,3665310.2,3683812.3,3707305.2,3740664.6,3764161.3,3773191.5,3791800.7,3834121.2,3869222.3,3892814.9,3914729.6,3930189.3,3953369.4,3962770.5,3993252.2,4014815.2,3965080.4,3616853,3897638.7
96000,Southwest,1612743.7,1615437.6,1624024.8,1635703.9,1701117.8,1712578.6,1727019,1756378.6,1766865.6,1800680.4,1813347.1,1819899,1797476.1,1794945.4,1793452.6,1811419.4,1785307.2,1762441.3,1766755,1777430.8,1786143.8,1797720.5,1813124.9,1826092,1827869,1850951.1,1859612.7,1898516.9,1918665.3,1935862.5,1937748.5,1965321.9,1981422.4,1995714.6,2013253.6,2025299.1,2012792.6,2051751.1,2091575.7,2117579.4,2162697.8,2146172.7,2166425.9,2175776.6,2172817.7,2172482.9,2179941.1,2188392.1,2207300.5,2224502,2243907.1,2262596.5,2292120.5,2312847.9,2322338,2343214.1,2367545.4,2372103.4,2398981.2,2405613.5,2369910,2178657,2322876.4
97000,Rocky Mountain,480892.5,484961.4,489297.6,489926.4,502161,504996.8,510885.4,515304,518124.5,526927.2,530427.4,538472,532762.7,536871.5,535532.4,529887.3,528368.7,518420.9,519704.8,518710.6,521711,522889.4,528620,535572.1,531060.5,533683,533762.9,539712.6,540132.9,541147.5,539208.3,541981.1,551361,552366.1,557826.9,561248.1,564224.6,570783.5,577753,586528.6,594373.4,596703.3,600753.6,603098.4,605265.8,607058.4,614534.7,621311.1,623647.9,630688.4,638828.7,646170.1,657035.7,662861.5,665200.8,670631.3,679027.7,682543.6,692414.6,697780.4,692861.9,639178.3,685282.6
98000,Far West,2701107.2,2726481.1,2755535.9,2785011.3,2848299.2,2847083.9,2861920.5,2883124.3,2873168.5,2900916.6,2929285.5,2970049.2,2923382.4,2962345.6,2957930.4,2865599.6,2847387.2,2811464.2,2798906.4,2810583.4,2834171,2847708.2,2859673.9,2904984.3,2897994.4,2909481.9,2900620.4,2929772.3,2962221.5,2968075.4,2981367.9,3001630.2,3015782.5,3033233,3074397,3133517.4,3117593.1,3157773.7,3218311.1,3233702.8,3294276.3,3343420.5,3360821.6,3369209.4,3423347.5,3427512.4,3469698.2,3501289,3544927.1,3582266.9,3624781.7,3669271,3696030.6,3727645.7,3754932.5,3774168.1,3811626.7,3849427.3,3871961,3925586.2,3883890.1,3534099.2,3795218.4
