Entity,Code,Date,people_vaccinated_per_hundred
Minnesota,,2021/2/10,9.59
Minnesota,,2021/2/11,10.2
Mississippi,,2021/1/12,1.54
Mississippi,,2021/1/13,1.73
Mississippi,,2021/1/14,2.17
Mississippi,,2021/1/15,2.55
Mississippi,,2021/1/19,3.49
Mississippi,,2021/1/20,3.78
Mississippi,,2021/1/21,4.2
Mississippi,,2021/1/22,4.6
Mississippi,,2021/1/23,4.6
Mississippi,,2021/1/24,5.43
Mississippi,,2021/1/25,5.54
Mississippi,,2021/1/26,5.57
Mississippi,,2021/1/27,5.8
Mississippi,,2021/1/28,6.1
Mississippi,,2021/1/29,6.42
Mississippi,,2021/1/30,6.7
Mississippi,,2021/1/31,7.11
Mississippi,,2021/2/1,7.18
Mississippi,,2021/2/2,7.21
Mississippi,,2021/2/3,7.49
Mississippi,,2021/2/4,7.49
Mississippi,,2021/2/5,8
Mississippi,,2021/2/6,8.49
Mississippi,,2021/2/7,8.89
Mississippi,,2021/2/8,9
Mississippi,,2021/2/9,9.02
Mississippi,,2021/2/10,9.32
Mississippi,,2021/2/11,9.61
Missouri,,2021/1/12,1.76
Missouri,,2021/1/13,1.76
Missouri,,2021/1/14,2.37
Missouri,,2021/1/15,2.5
Missouri,,2021/1/19,3.09
Missouri,,2021/1/20,3.16
Missouri,,2021/1/21,3.34
Missouri,,2021/1/22,3.55
Missouri,,2021/1/23,3.62
Missouri,,2021/1/24,3.96
Missouri,,2021/1/25,4.21
Missouri,,2021/1/26,4.27
Missouri,,2021/1/27,4.51
Missouri,,2021/1/28,4.8
Missouri,,2021/1/29,5.1
Missouri,,2021/1/30,5.1
Missouri,,2021/1/31,5.55
Missouri,,2021/2/1,5.79
Missouri,,2021/2/2,5.85
Missouri,,2021/2/3,6.05
Missouri,,2021/2/4,6.33
Missouri,,2021/2/5,6.73
Missouri,,2021/2/6,7.31
Missouri,,2021/2/7,7.78
Missouri,,2021/2/8,7.99
Missouri,,2021/2/9,8.03
Missouri,,2021/2/10,8.27
Missouri,,2021/2/11,8.55
Montana,,2021/1/12,2.89
Montana,,2021/1/13,2.98
Montana,,2021/1/14,3.66
Montana,,2021/1/15,3.85
Montana,,2021/1/19,4.42
Montana,,2021/1/20,4.5
Montana,,2021/1/21,4.72
Montana,,2021/1/22,5.1
Montana,,2021/1/23,5.55
Montana,,2021/1/24,5.85
Montana,,2021/1/25,5.92
Montana,,2021/1/26,5.94
Montana,,2021/1/27,6.15
Montana,,2021/1/28,6.36
Montana,,2021/1/29,6.69
Montana,,2021/1/30,7.06
Montana,,2021/1/31,7.45
Montana,,2021/2/1,7.54
Montana,,2021/2/2,7.62
Montana,,2021/2/3,7.85
Montana,,2021/2/4,8.14
Montana,,2021/2/5,8.57
Montana,,2021/2/6,9.02
Montana,,2021/2/7,9.48
Montana,,2021/2/8,9.58
Montana,,2021/2/9,9.63
Montana,,2021/2/10,9.92
Montana,,2021/2/11,10.22
Nebraska,,2021/1/12,3.41
Nebraska,,2021/1/13,3.57
Nebraska,,2021/1/14,3.73
Nebraska,,2021/1/15,4.02
Nebraska,,2021/1/19,4.6
Nebraska,,2021/1/20,4.71
Nebraska,,2021/1/21,4.9
Nebraska,,2021/1/22,5.15
Nebraska,,2021/1/23,5.36
Nebraska,,2021/1/24,5.68
Nebraska,,2021/1/25,5.72
Nebraska,,2021/1/26,5.75
Nebraska,,2021/1/27,5.9
Nebraska,,2021/1/28,6.04
Nebraska,,2021/1/29,6.21
Nebraska,,2021/1/30,6.48
Nebraska,,2021/1/31,6.88
Nebraska,,2021/2/1,6.94
Nebraska,,2021/2/2,6.97
Nebraska,,2021/2/3,7.15
Nebraska,,2021/2/4,7.32
Nebraska,,2021/2/5,7.63
Nebraska,,2021/2/6,8.12
Nebraska,,2021/2/7,8.45
Nebraska,,2021/2/8,8.53
Nebraska,,2021/2/9,8.57
Nebraska,,2021/2/10,8.74
Nebraska,,2021/2/11,8.93
Nevada,,2021/1/12,1.02
Nevada,,2021/1/13,1.02
Nevada,,2021/1/14,2.02
Nevada,,2021/1/15,2.2
Nevada,,2021/1/19,2.77
Nevada,,2021/1/20,2.89
Nevada,,2021/1/21,3.11
Nevada,,2021/1/22,3.42
Nevada,,2021/1/23,3.74
Nevada,,2021/1/24,4.2
Nevada,,2021/1/25,4.44
Nevada,,2021/1/26,4.58
Nevada,,2021/1/27,4.85
Nevada,,2021/1/28,5.44
Nevada,,2021/1/29,5.84
Nevada,,2021/1/30,6.21
Nevada,,2021/1/31,6.68
Nevada,,2021/2/1,6.88
Nevada,,2021/2/2,6.96
Nevada,,2021/2/3,7.69
Nevada,,2021/2/4,7.93
Nevada,,2021/2/5,8.21
Nevada,,2021/2/6,8.57
Nevada,,2021/2/7,8.76
Nevada,,2021/2/8,9.03
Nevada,,2021/2/9,9.16
Nevada,,2021/2/10,9.46
Nevada,,2021/2/11,9.72
New Hampshire,,2021/1/12,0.85
New Hampshire,,2021/1/13,0.94
New Hampshire,,2021/1/14,3.96
New Hampshire,,2021/1/15,4.18
New Hampshire,,2021/1/19,4.74
New Hampshire,,2021/1/20,4.95
New Hampshire,,2021/1/21,5.17
New Hampshire,,2021/1/22,5.37
New Hampshire,,2021/1/23,5.63
New Hampshire,,2021/1/24,5.88
New Hampshire,,2021/1/25,5.93
New Hampshire,,2021/1/26,5.99
New Hampshire,,2021/1/27,6.24
New Hampshire,,2021/1/28,6.52
New Hampshire,,2021/1/29,6.79
New Hampshire,,2021/1/30,7.07
New Hampshire,,2021/1/31,7.25
New Hampshire,,2021/2/1,7.36
New Hampshire,,2021/2/2,7.6
New Hampshire,,2021/2/3,7.65
New Hampshire,,2021/2/4,7.95
New Hampshire,,2021/2/5,8.28
New Hampshire,,2021/2/6,8.57
New Hampshire,,2021/2/7,8.79
New Hampshire,,2021/2/8,8.81
New Hampshire,,2021/2/9,8.91
New Hampshire,,2021/2/10,9.23
New Hampshire,,2021/2/11,9.62
New Jersey,,2021/1/12,2.33
New Jersey,,2021/1/13,2.66
New Jersey,,2021/1/14,2.65
New Jersey,,2021/1/15,3.14
New Jersey,,2021/1/19,3.99
New Jersey,,2021/1/20,4.29
New Jersey,,2021/1/21,4.29
New Jersey,,2021/1/22,4.58
New Jersey,,2021/1/23,4.93
New Jersey,,2021/1/24,5.28
New Jersey,,2021/1/25,5.54
New Jersey,,2021/1/26,5.65
New Jersey,,2021/1/27,5.97
New Jersey,,2021/1/28,6.28
New Jersey,,2021/1/29,6.94
New Jersey,,2021/1/30,7.31
New Jersey,,2021/1/31,7.54
New Jersey,,2021/2/1,7.66
New Jersey,,2021/2/2,7.85
New Jersey,,2021/2/3,7.92
New Jersey,,2021/2/4,7.92
New Jersey,,2021/2/5,8.16
New Jersey,,2021/2/6,8.91
New Jersey,,2021/2/7,9.15
New Jersey,,2021/2/8,9.25
New Jersey,,2021/2/9,9.58
New Jersey,,2021/2/10,9.95
New Jersey,,2021/2/11,10.26
New Mexico,,2021/1/12,2.07
New Mexico,,2021/1/13,2.19
New Mexico,,2021/1/14,3.5
New Mexico,,2021/1/15,3.82
New Mexico,,2021/1/19,5.36
New Mexico,,2021/1/20,5.54
New Mexico,,2021/1/21,5.86
New Mexico,,2021/1/22,6.21
New Mexico,,2021/1/23,7.1
New Mexico,,2021/1/24,7.76
New Mexico,,2021/1/25,7.94
New Mexico,,2021/1/26,8.18
New Mexico,,2021/1/27,8.4
New Mexico,,2021/1/28,8.6
New Mexico,,2021/1/29,9.02
New Mexico,,2021/1/30,9.32
New Mexico,,2021/1/31,9.78
New Mexico,,2021/2/1,10.12
New Mexico,,2021/2/2,10.2
New Mexico,,2021/2/3,10.45
New Mexico,,2021/2/4,10.7
New Mexico,,2021/2/5,11.06
New Mexico,,2021/2/6,11.47
New Mexico,,2021/2/7,11.7
New Mexico,,2021/2/8,11.97
New Mexico,,2021/2/9,12.09
New Mexico,,2021/2/10,12.31
New Mexico,,2021/2/11,12.6
New York,,2021/1/12,2.79
New York,,2021/1/13,3.02
New York,,2021/1/14,3.18
New York,,2021/1/15,3.45
New York,,2021/1/19,4.55
New York,,2021/1/20,4.76
New York,,2021/1/21,5.05
New York,,2021/1/22,5.39
New York,,2021/1/23,5.68
New York,,2021/1/24,6.03
New York,,2021/1/25,6.25
New York,,2021/1/26,6.4
New York,,2021/1/27,6.61
New York,,2021/1/28,6.79
New York,,2021/1/29,6.99
New York,,2021/1/30,7.29
New York,,2021/1/31,7.58
New York,,2021/2/1,7.77
New York,,2021/2/2,7.92
New York,,2021/2/3,8.03
New York,,2021/2/4,8.1
New York,,2021/2/5,8.28
New York,,2021/2/6,8.54
New York,,2021/2/7,8.85
New York,,2021/2/8,9.09
New York,,2021/2/9,9.23
New York,,2021/2/10,9.43
New York,,2021/2/11,9.61
North Carolina,,2021/1/12,1.8
North Carolina,,2021/1/13,2.18
North Carolina,,2021/1/14,2.22
North Carolina,,2021/1/15,2.48
North Carolina,,2021/1/19,3.3
North Carolina,,2021/1/20,3.52
North Carolina,,2021/1/21,3.87
North Carolina,,2021/1/22,4.29
North Carolina,,2021/1/23,4.74
North Carolina,,2021/1/24,5.26
North Carolina,,2021/1/25,5.62
North Carolina,,2021/1/26,5.83
North Carolina,,2021/1/27,5.99
North Carolina,,2021/1/28,6.95
North Carolina,,2021/1/29,6.96
North Carolina,,2021/1/30,7.27
North Carolina,,2021/1/31,7.64
North Carolina,,2021/2/1,7.81
North Carolina,,2021/2/2,7.81
North Carolina,,2021/2/3,8.16
North Carolina,,2021/2/4,8.35
North Carolina,,2021/2/5,8.6
North Carolina,,2021/2/6,8.96
North Carolina,,2021/2/7,9.34
North Carolina,,2021/2/8,9.53
North Carolina,,2021/2/9,9.59
North Carolina,,2021/2/10,9.85
North Carolina,,2021/2/11,10.01
North Dakota,,2021/1/12,4.42
North Dakota,,2021/1/13,4.5
North Dakota,,2021/1/14,4.63
North Dakota,,2021/1/15,5.05
North Dakota,,2021/1/19,6.25
North Dakota,,2021/1/20,6.35
North Dakota,,2021/1/21,6.43
North Dakota,,2021/1/22,6.69
North Dakota,,2021/1/23,7.02
North Dakota,,2021/1/24,7.37
North Dakota,,2021/1/25,7.61
North Dakota,,2021/1/26,7.63
North Dakota,,2021/1/27,7.7
North Dakota,,2021/1/28,7.9
North Dakota,,2021/1/29,8.37
North Dakota,,2021/1/30,8.78
North Dakota,,2021/1/31,9.29
North Dakota,,2021/2/1,9.39
North Dakota,,2021/2/2,9.41
North Dakota,,2021/2/3,9.52
North Dakota,,2021/2/4,9.76
North Dakota,,2021/2/5,10.28
North Dakota,,2021/2/6,10.75
North Dakota,,2021/2/7,11.22
North Dakota,,2021/2/8,11.5
North Dakota,,2021/2/9,11.5
North Dakota,,2021/2/10,11.67
North Dakota,,2021/2/11,11.93
Northern Mariana Islands,MNP,2021/1/12,1.92
Northern Mariana Islands,MNP,2021/1/13,2.01
Northern Mariana Islands,MNP,2021/1/14,6.07
Northern Mariana Islands,MNP,2021/1/15,6.61
Northern Mariana Islands,MNP,2021/1/19,7.83
Northern Mariana Islands,MNP,2021/1/20,8.03
Northern Mariana Islands,MNP,2021/1/21,8.1
Northern Mariana Islands,MNP,2021/1/22,8.26
Northern Mariana Islands,MNP,2021/1/23,8.82
Northern Mariana Islands,MNP,2021/1/24,9.44
Northern Mariana Islands,MNP,2021/1/25,9.62
Northern Mariana Islands,MNP,2021/1/26,9.98
Northern Mariana Islands,MNP,2021/1/27,10.49
Northern Mariana Islands,MNP,2021/1/28,10.88
Northern Mariana Islands,MNP,2021/1/29,11.4
Northern Mariana Islands,MNP,2021/1/30,11.73
Northern Mariana Islands,MNP,2021/1/31,12.12
Northern Mariana Islands,MNP,2021/2/1,12.12
Northern Mariana Islands,MNP,2021/2/2,12.42
Northern Mariana Islands,MNP,2021/2/3,12.78
Northern Mariana Islands,MNP,2021/2/4,13.29
Northern Mariana Islands,MNP,2021/2/5,13.42
Northern Mariana Islands,MNP,2021/2/6,13.66
Northern Mariana Islands,MNP,2021/2/7,13.79
Northern Mariana Islands,MNP,2021/2/8,13.82
Northern Mariana Islands,MNP,2021/2/9,14.1
Northern Mariana Islands,MNP,2021/2/10,14.37
Northern Mariana Islands,MNP,2021/2/11,14.67
Ohio,,2021/1/12,2.67
Ohio,,2021/1/13,2.82
Ohio,,2021/1/14,2.9
Ohio,,2021/1/15,3.1
Ohio,,2021/1/19,3.8
Ohio,,2021/1/20,3.9
Ohio,,2021/1/21,3.9
Ohio,,2021/1/22,4.28
Ohio,,2021/1/23,4.58
Ohio,,2021/1/24,4.92
Ohio,,2021/1/25,5.2
Ohio,,2021/1/26,5.37
Ohio,,2021/1/27,5.62
Ohio,,2021/1/28,5.85
Ohio,,2021/1/29,6.13
Ohio,,2021/1/30,6.5
Ohio,,2021/1/31,6.76
Ohio,,2021/2/1,7.05
Ohio,,2021/2/2,7.31
Ohio,,2021/2/3,7.56
Ohio,,2021/2/4,7.78
Ohio,,2021/2/5,8.01
Ohio,,2021/2/6,8.35
Ohio,,2021/2/7,8.61
Ohio,,2021/2/8,8.88
Ohio,,2021/2/9,9.06
Ohio,,2021/2/10,9.22
Ohio,,2021/2/11,9.48
Oklahoma,,2021/1/12,2.76
Oklahoma,,2021/1/13,3
Oklahoma,,2021/1/14,4.04
Oklahoma,,2021/1/15,4.38
Oklahoma,,2021/1/19,5.3
Oklahoma,,2021/1/20,5.5
Oklahoma,,2021/1/21,5.84
Oklahoma,,2021/1/22,6.27
Oklahoma,,2021/1/23,6.65
Oklahoma,,2021/1/24,7.06
Oklahoma,,2021/1/25,7.14
Oklahoma,,2021/1/26,7.2
Oklahoma,,2021/1/27,7.49
Oklahoma,,2021/1/28,7.8
Oklahoma,,2021/1/29,8.18
Oklahoma,,2021/1/30,8.58
Oklahoma,,2021/1/31,9.02
Oklahoma,,2021/2/1,9.12
Oklahoma,,2021/2/2,9.16
Oklahoma,,2021/2/3,9.4
Oklahoma,,2021/2/4,9.65
Oklahoma,,2021/2/5,9.94
Oklahoma,,2021/2/6,10.27
Oklahoma,,2021/2/7,10.73
Oklahoma,,2021/2/8,10.9
Oklahoma,,2021/2/9,10.93
Oklahoma,,2021/2/10,11.14
Oklahoma,,2021/2/11,11.43
Oregon,,2021/1/12,2.36
Oregon,,2021/1/13,2.56
Oregon,,2021/1/14,2.84
Oregon,,2021/1/15,3.16
Oregon,,2021/1/19,4.57
Oregon,,2021/1/20,4.57
Oregon,,2021/1/21,4.57
Oregon,,2021/1/22,5.18
Oregon,,2021/1/23,5.49
Oregon,,2021/1/24,5.8
Oregon,,2021/1/25,6.1
Oregon,,2021/1/26,6.24
Oregon,,2021/1/27,6.55
Oregon,,2021/1/28,6.77
Oregon,,2021/1/29,7.1
Oregon,,2021/1/30,7.47
Oregon,,2021/1/31,7.86
Oregon,,2021/2/1,8.13
Oregon,,2021/2/2,8.37
Oregon,,2021/2/3,8.57
Oregon,,2021/2/4,8.76
Oregon,,2021/2/5,8.96
Oregon,,2021/2/6,9.24
Oregon,,2021/2/7,9.48
Oregon,,2021/2/8,9.78
Oregon,,2021/2/9,10.08
Oregon,,2021/2/10,10.3
Oregon,,2021/2/11,10.3
Pennsylvania,,2021/1/12,2.08
Pennsylvania,,2021/1/13,2.23
Pennsylvania,,2021/1/14,2.76
Pennsylvania,,2021/1/15,2.97
Pennsylvania,,2021/1/19,3.63
Pennsylvania,,2021/1/20,3.77
Pennsylvania,,2021/1/21,3.97
Pennsylvania,,2021/1/22,4.21
Pennsylvania,,2021/1/23,4.47
Pennsylvania,,2021/1/24,4.78
Pennsylvania,,2021/1/25,5
Pennsylvania,,2021/1/26,5.14
Pennsylvania,,2021/1/27,5.42
Pennsylvania,,2021/1/28,5.43
Pennsylvania,,2021/1/29,6.07
Pennsylvania,,2021/1/30,6.4
Pennsylvania,,2021/1/31,6.73
Pennsylvania,,2021/2/1,7.03
Pennsylvania,,2021/2/2,7.16
Pennsylvania,,2021/2/3,7.17
Pennsylvania,,2021/2/4,7.49
Pennsylvania,,2021/2/5,7.76
Pennsylvania,,2021/2/6,8.1
Pennsylvania,,2021/2/7,8.46
Pennsylvania,,2021/2/8,8.66
Pennsylvania,,2021/2/9,8.86
Pennsylvania,,2021/2/10,9.19
Pennsylvania,,2021/2/11,9.5
Puerto Rico,PRI,2021/1/12,1.92
Puerto Rico,PRI,2021/1/13,2.11
Puerto Rico,PRI,2021/1/14,2.51
Puerto Rico,PRI,2021/1/15,2.74
Puerto Rico,PRI,2021/1/19,3.37
Puerto Rico,PRI,2021/1/20,3.52
Puerto Rico,PRI,2021/1/21,3.76
Puerto Rico,PRI,2021/1/22,4.02
Puerto Rico,PRI,2021/1/23,4.27
Puerto Rico,PRI,2021/1/24,4.51
Puerto Rico,PRI,2021/1/25,4.6
Puerto Rico,PRI,2021/1/26,4.63
Puerto Rico,PRI,2021/1/27,4.89
Puerto Rico,PRI,2021/1/28,5.19
Puerto Rico,PRI,2021/1/29,5.48
Puerto Rico,PRI,2021/1/30,5.75
Puerto Rico,PRI,2021/1/31,6.07
Puerto Rico,PRI,2021/2/1,6.17
Puerto Rico,PRI,2021/2/2,6.17
Puerto Rico,PRI,2021/2/3,6.46
Puerto Rico,PRI,2021/2/4,6.72
Puerto Rico,PRI,2021/2/5,6.93
Puerto Rico,PRI,2021/2/6,7.18
Puerto Rico,PRI,2021/2/7,7.18
Puerto Rico,PRI,2021/2/8,7.18
Puerto Rico,PRI,2021/2/9,7.42
Puerto Rico,PRI,2021/2/10,7.58
Puerto Rico,PRI,2021/2/11,7.8
Republic of Palau,,2021/1/12,2.32
Republic of Palau,,2021/1/13,4.05
Republic of Palau,,2021/1/14,4.27
Republic of Palau,,2021/1/15,6.24
Republic of Palau,,2021/1/19,10.68
Republic of Palau,,2021/1/20,11.06
Republic of Palau,,2021/1/21,13.42
Republic of Palau,,2021/1/22,13.42
Republic of Palau,,2021/1/23,14.98
Republic of Palau,,2021/1/24,17
Republic of Palau,,2021/1/25,17
Republic of Palau,,2021/1/26,17
Republic of Palau,,2021/1/27,17.01
Republic of Palau,,2021/1/28,17.13
Republic of Palau,,2021/1/29,17.24
Republic of Palau,,2021/1/30,17.36
Republic of Palau,,2021/1/31,17.36
Republic of Palau,,2021/2/1,17.36
Republic of Palau,,2021/2/2,17.36
Republic of Palau,,2021/2/3,17.36
Republic of Palau,,2021/2/4,17.36
Republic of Palau,,2021/2/5,17.36
Republic of Palau,,2021/2/6,17.36
Republic of Palau,,2021/2/7,17.36
Republic of Palau,,2021/2/8,17.36
Republic of Palau,,2021/2/9,17.36
Republic of Palau,,2021/2/10,17.36
Republic of Palau,,2021/2/11,17.36
Rhode Island,,2021/1/12,3.34
Rhode Island,,2021/1/13,3.44
Rhode Island,,2021/1/14,3.59
Rhode Island,,2021/1/15,3.72
Rhode Island,,2021/1/19,4.17
Rhode Island,,2021/1/20,4.33
Rhode Island,,2021/1/21,4.52
Rhode Island,,2021/1/22,4.71
Rhode Island,,2021/1/23,4.78
Rhode Island,,2021/1/24,5.12
Rhode Island,,2021/1/25,5.36
Rhode Island,,2021/1/26,5.48
Rhode Island,,2021/1/27,5.65
Rhode Island,,2021/1/28,5.81
Rhode Island,,2021/1/29,5.97
Rhode Island,,2021/1/30,6.2
Rhode Island,,2021/1/31,6.4
Rhode Island,,2021/2/1,6.49
Rhode Island,,2021/2/2,6.94
Rhode Island,,2021/2/3,7.03
Rhode Island,,2021/2/4,7.17
Rhode Island,,2021/2/5,7.36
Rhode Island,,2021/2/6,7.65
Rhode Island,,2021/2/7,7.87
Rhode Island,,2021/2/8,8.03
Rhode Island,,2021/2/9,8.14
Rhode Island,,2021/2/10,8.29
Rhode Island,,2021/2/11,8.47
South Carolina,,2021/1/12,1.5
South Carolina,,2021/1/13,1.7
South Carolina,,2021/1/14,1.87
South Carolina,,2021/1/15,1.98
South Carolina,,2021/1/19,3.02
South Carolina,,2021/1/20,3.12
South Carolina,,2021/1/21,3.38
South Carolina,,2021/1/22,3.67
South Carolina,,2021/1/23,4.01
South Carolina,,2021/1/24,4.53
South Carolina,,2021/1/25,5.01
South Carolina,,2021/1/26,5.19
South Carolina,,2021/1/27,5.35
South Carolina,,2021/1/28,5.88
South Carolina,,2021/1/29,6.26
South Carolina,,2021/1/30,6.6
South Carolina,,2021/1/31,7.02
South Carolina,,2021/2/1,7.36
South Carolina,,2021/2/2,7.5
South Carolina,,2021/2/3,7.6
South Carolina,,2021/2/4,7.84
South Carolina,,2021/2/5,8.13
South Carolina,,2021/2/6,8.45
South Carolina,,2021/2/7,8.75
South Carolina,,2021/2/8,8.94
South Carolina,,2021/2/9,8.94
South Carolina,,2021/2/10,9.23
South Carolina,,2021/2/11,9.47
South Dakota,,2021/1/12,4.67
South Dakota,,2021/1/13,4.84
South Dakota,,2021/1/14,5.06
South Dakota,,2021/1/15,5.36
South Dakota,,2021/1/19,5.8
South Dakota,,2021/1/20,5.94
South Dakota,,2021/1/21,6.16
South Dakota,,2021/1/22,6.42
South Dakota,,2021/1/23,6.89
South Dakota,,2021/1/24,7.13
South Dakota,,2021/1/25,7.23
South Dakota,,2021/1/26,7.24
South Dakota,,2021/1/27,7.35
South Dakota,,2021/1/28,7.59
South Dakota,,2021/1/29,7.97
South Dakota,,2021/1/30,8.39
South Dakota,,2021/1/31,8.65
South Dakota,,2021/2/1,8.71
South Dakota,,2021/2/2,8.72
South Dakota,,2021/2/3,8.93
South Dakota,,2021/2/4,9.24
South Dakota,,2021/2/5,9.71
South Dakota,,2021/2/6,10.05
South Dakota,,2021/2/7,10.35
South Dakota,,2021/2/8,10.47
South Dakota,,2021/2/9,10.48
South Dakota,,2021/2/10,10.71
South Dakota,,2021/2/11,11.06
Tennessee,,2021/1/12,2.1
Tennessee,,2021/1/13,2.21
Tennessee,,2021/1/14,3.5
Tennessee,,2021/1/15,3.88
Tennessee,,2021/1/19,4.43
Tennessee,,2021/1/20,4.48
Tennessee,,2021/1/21,4.59
Tennessee,,2021/1/22,4.75
Tennessee,,2021/1/23,4.92
Tennessee,,2021/1/24,5.19
Tennessee,,2021/1/25,5.3
Tennessee,,2021/1/26,5.35
Tennessee,,2021/1/27,5.48
Tennessee,,2021/1/28,5.65
Tennessee,,2021/1/29,5.87
Tennessee,,2021/1/30,6.1
Tennessee,,2021/1/31,6.42
Tennessee,,2021/2/1,6.56
Tennessee,,2021/2/2,6.6
Tennessee,,2021/2/3,6.78
Tennessee,,2021/2/4,7
Tennessee,,2021/2/5,7.33
Tennessee,,2021/2/6,7.64
Tennessee,,2021/2/7,7.96
Tennessee,,2021/2/8,8.11
Tennessee,,2021/2/9,8.18
Tennessee,,2021/2/10,8.45
Tennessee,,2021/2/11,8.71
Texas,,2021/1/12,2.79
Texas,,2021/1/13,2.97
Texas,,2021/1/14,3.16
Texas,,2021/1/15,3.46
Texas,,2021/1/19,4.22
Texas,,2021/1/20,4.42
Texas,,2021/1/21,4.61
Texas,,2021/1/22,4.87
Texas,,2021/1/23,5.08
Texas,,2021/1/24,5.18
Texas,,2021/1/25,5.28
Texas,,2021/1/26,5.57
Texas,,2021/1/27,5.69
Texas,,2021/1/28,5.97
Texas,,2021/1/29,6.22
Texas,,2021/1/30,6.51
Texas,,2021/1/31,6.65
Texas,,2021/2/1,6.87
Texas,,2021/2/2,6.87
Texas,,2021/2/3,7.2
Texas,,2021/2/4,7.52
Texas,,2021/2/5,7.79
Texas,,2021/2/6,8.18
Texas,,2021/2/7,8.5
Texas,,2021/2/8,8.67
Texas,,2021/2/9,8.93
Texas,,2021/2/10,9.22
Texas,,2021/2/11,9.47
United States,USA,2021/1/12,2.23
United States,USA,2021/1/13,2.41
United States,USA,2021/1/14,2.92
United States,USA,2021/1/15,3.19
United States,USA,2021/1/19,4.1
United States,USA,2021/1/20,4.3
United States,USA,2021/1/21,4.53
United States,USA,2021/1/22,4.89
United States,USA,2021/1/23,5.24
United States,USA,2021/1/24,5.57
United States,USA,2021/1/25,5.8
United States,USA,2021/1/26,5.99
United States,USA,2021/1/27,6.23
United States,USA,2021/1/28,6.54
United States,USA,2021/1/29,6.89
United States,USA,2021/1/30,7.25
United States,USA,2021/1/31,7.59
United States,USA,2021/2/1,7.84
United States,USA,2021/2/2,7.96
United States,USA,2021/2/3,8.18
United States,USA,2021/2/4,8.41
United States,USA,2021/2/5,8.71
United States,USA,2021/2/6,9.11
United States,USA,2021/2/7,9.51
United States,USA,2021/2/8,9.74
United States,USA,2021/2/9,9.9
United States,USA,2021/2/10,10.18
United States,USA,2021/2/11,10.46
Utah,,2021/1/12,2.83
Utah,,2021/1/13,3.06
Utah,,2021/1/14,3.24
Utah,,2021/1/15,3.57
Utah,,2021/1/19,4.49
Utah,,2021/1/20,4.98
Utah,,2021/1/21,5.19
Utah,,2021/1/22,5.47
Utah,,2021/1/23,5.47
Utah,,2021/1/24,5.47
Utah,,2021/1/25,6.09
Utah,,2021/1/26,6.13
Utah,,2021/1/27,6.27
Utah,,2021/1/28,6.27
Utah,,2021/1/29,6.85
Utah,,2021/1/30,7.1
Utah,,2021/1/31,7.1
Utah,,2021/2/1,7.63
Utah,,2021/2/2,7.66
Utah,,2021/2/3,7.66
Utah,,2021/2/4,8.06
Utah,,2021/2/5,8.46
Utah,,2021/2/6,8.87
Utah,,2021/2/7,8.87
Utah,,2021/2/8,9.51
Utah,,2021/2/9,9.58
Utah,,2021/2/10,9.58
Utah,,2021/2/11,9.58
Vermont,,2021/1/14,4.26
Vermont,,2021/1/15,4.54
Vermont,,2021/1/19,5.52
Vermont,,2021/1/20,5.55
Vermont,,2021/1/21,5.81
Vermont,,2021/1/22,6.16
Vermont,,2021/1/23,6.49
Vermont,,2021/1/24,6.72
Vermont,,2021/1/25,6.95
Vermont,,2021/1/26,7.05
Vermont,,2021/1/27,7.13
Vermont,,2021/1/28,7.43
Vermont,,2021/1/29,7.61
Vermont,,2021/1/30,7.77
Vermont,,2021/1/31,8.1
Vermont,,2021/2/1,8.65
Vermont,,2021/2/2,8.81
Vermont,,2021/2/3,8.87
Vermont,,2021/2/4,9.01
Vermont,,2021/2/5,9.2
Vermont,,2021/2/6,9.4
Vermont,,2021/2/7,9.75
Vermont,,2021/2/8,10.1
Vermont,,2021/2/9,10.4
Vermont,,2021/2/10,10.51
Vermont,,2021/2/11,10.74
Virgin Islands,,2021/1/14,1.21
Virgin Islands,,2021/1/15,1.41
Virgin Islands,,2021/1/19,1.88
Virgin Islands,,2021/1/20,2.08
Virgin Islands,,2021/1/21,2.34
Virgin Islands,,2021/1/22,2.58
Virgin Islands,,2021/1/23,2.81
Virgin Islands,,2021/1/24,2.84
Virgin Islands,,2021/1/25,2.85
Virgin Islands,,2021/1/26,3.11
Virgin Islands,,2021/1/27,3.38
Virgin Islands,,2021/1/28,3.73
Virgin Islands,,2021/1/29,4.17
Virgin Islands,,2021/1/30,4.68
Virgin Islands,,2021/1/31,4.7
Virgin Islands,,2021/2/1,4.8
Virgin Islands,,2021/2/2,5.2
Virgin Islands,,2021/2/3,5.64
Virgin Islands,,2021/2/4,5.96
Virgin Islands,,2021/2/5,6.38
Virgin Islands,,2021/2/6,6.65
Virgin Islands,,2021/2/7,6.66
Virgin Islands,,2021/2/8,6.7
Virgin Islands,,2021/2/9,6.99
Virgin Islands,,2021/2/10,7.41
Virgin Islands,,2021/2/11,7.68
Virginia,,2021/1/14,2.26
Virginia,,2021/1/15,2.52
Virginia,,2021/1/19,3.4
Virginia,,2021/1/20,3.56
Virginia,,2021/1/21,3.75
Virginia,,2021/1/22,4.15
Virginia,,2021/1/23,4.41
Virginia,,2021/1/24,4.61
Virginia,,2021/1/25,4.87
Virginia,,2021/1/26,5.82
Virginia,,2021/1/27,6.14
Virginia,,2021/1/28,6.48
Virginia,,2021/1/29,7.02
